OTU,taxonomy,,,,,,,,,,,,,,,
OTU98,d__Bacteria;_k__norank;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Bacteroidales_S24-7_group;_g__norank_f__Bacteroidales_S24-7_group;_s__Porphyromonadaceae_bacterium_C941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU99,d__Bacteria;_k__norank;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Peptostreptococcaceae;_g__Filifactor;_s__Filifactor_alocis_ATCC_35896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU100,d__Bacteria;_k__norank;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Family_XIII;_g__[Eubacterium]_nodatum_group;_s__unclassified_g__[Eubacterium]_nodatum_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU101,d__Bacteria;_k__norank;_p__Tenericutes;_c__Mollicutes;_o__Mollicutes_RF9;_f__norank_o__Mollicutes_RF9;_g__norank_o__Mollicutes_RF9;_s__unclassified_g__norank_o__Mollicutes_RF9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU102,d__Bacteria;_k__norank;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Bacteroidales_S24-7_group;_g__norank_f__Bacteroidales_S24-7_group;_s__uncultured_organism_g__norank_f__Bacteroidales_S24-7_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU103,d__Bacteria;_k__norank;_p__Firmicutes;_c__Erysipelotrichia;_o__Erysipelotrichales;_f__Erysipelotrichaceae;_g__Holdemanella;_s__uncultured_bacterium_g__Holdemanella,0,1,0,0,7,0,47,0,0,0,0,0,12,0,0
OTU104,d__Bacteria;_k__norank;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Prevotellaceae;_g__Prevotella_9;_s__unclassified_g__Prevotella_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU105,d__Bacteria;_k__norank;_p__Firmicutes;_c__Clostridia;_o__Clostridiales;_f__Family_XIII;_g__Family_XIII_AD3011_group;_s__uncultured_bacterium_g__Family_XIII_AD3011_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU106,d__Bacteria;_k__norank;_p__Firmicutes;_c__Erysipelotrichia;_o__Erysipelotrichales;_f__Erysipelotrichaceae;_g__norank_f__Erysipelotrichaceae;_s__Clostridiales_bacterium_10-3b,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
OTU107,d__Bacteria;_k__norank;_p__Bacteroidetes;_c__Bacteroidia;_o__Bacteroidales;_f__Bacteroidaceae;_g__Bacteroides;_s__unclassified_g__Bacteroides,2,1,5,1,2,0,1,3,0,0,2,2,0,0,9
